case_id,condition_id,mask_strategy,mask_intensity,seed,state_id,state_depth,prefix_action_path,budget_remaining,visible_claim_count,hidden_claim_count,oracle_cost_to_go,oracle_action_path,m3star_cost_to_go,m3star_action_path,m3star_source_action_path,m3star_terminal_reason,consensus_substitution_count,regret_status,oracle_reachable,policy_success,success_loss,oracle_contradiction,absolute_regret,relative_regret,zero_regret,first_action_match
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|11,random,0.6,11,C07-darpa-e5-theia-0515|random|m060|11|d1|C07-AA-002,1,C07-AA-002,7.0,2,3,1.0,C07-AA-003,1.0,C07-AA-003,C07-AA-003,target_reached,0,zero,1,1,0,0,0.0,0.0,1,1
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|11,random,0.6,11,C07-darpa-e5-theia-0515|random|m060|11|d1|C07-AA-004,1,C07-AA-004,7.0,2,3,1.0,C07-AA-003,1.0,C07-AA-003,C07-AA-003,target_reached,0,zero,1,1,0,0,0.0,0.0,1,1
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|11,random,0.6,11,C07-darpa-e5-theia-0515|random|m060|11|d2|C07-AA-001>C07-AA-002,2,C07-AA-001>C07-AA-002,6.0,2,3,1.0,C07-AA-003,1.0,C07-AA-003,C07-AA-003,target_reached,0,zero,1,1,0,0,0.0,0.0,1,1
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|11,random,0.6,11,C07-darpa-e5-theia-0515|random|m060|11|d2|C07-AA-001>C07-AA-004,2,C07-AA-001>C07-AA-004,6.0,2,3,1.0,C07-AA-003,1.0,C07-AA-003,C07-AA-003,target_reached,0,zero,1,1,0,0,0.0,0.0,1,1
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|11,random,0.6,11,C07-darpa-e5-theia-0515|random|m060|11|d2|C07-AA-002>C07-AA-004,2,C07-AA-002>C07-AA-004,5.0,2,3,1.0,C07-AA-003,1.0,C07-AA-003,C07-AA-003,target_reached,0,zero,1,1,0,0,0.0,0.0,1,1
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|23,random,0.6,23,C07-darpa-e5-theia-0515|random|m060|23|d0|root,0,,9.0,2,3,4.0,C07-AA-002>C07-AA-004,5.0,C07-AA-004>C07-AA-001>C07-AA-002,C07-AA-004>C07-AA-001>C07-AA-002,target_reached,0,positive,1,1,0,0,1.0,0.25,0,0
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|23,random,0.6,23,C07-darpa-e5-theia-0515|random|m060|23|d1|C07-AA-001,1,C07-AA-001,8.0,2,3,4.0,C07-AA-002>C07-AA-004,5.0,C07-AA-003>C07-AA-004>C07-AA-002,C07-AA-003>C07-AA-004>C07-AA-002,target_reached,0,positive,1,1,0,0,1.0,0.25,0,0
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|23,random,0.6,23,C07-darpa-e5-theia-0515|random|m060|23|d1|C07-AA-002,1,C07-AA-002,7.0,3,2,2.0,C07-AA-004,2.0,C07-AA-004,C07-AA-004,target_reached,0,zero,1,1,0,0,0.0,0.0,1,1
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|23,random,0.6,23,C07-darpa-e5-theia-0515|random|m060|23|d1|C07-AA-003,1,C07-AA-003,8.0,2,3,4.0,C07-AA-002>C07-AA-004,5.0,C07-AA-001>C07-AA-004>C07-AA-002,C07-AA-001>C07-AA-004>C07-AA-002,target_reached,0,positive,1,1,0,0,1.0,0.25,0,0
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|23,random,0.6,23,C07-darpa-e5-theia-0515|random|m060|23|d1|C07-AA-004,1,C07-AA-004,7.0,3,2,2.0,C07-AA-002,3.0,C07-AA-001>C07-AA-002,C07-AA-001>C07-AA-002,target_reached,0,positive,1,1,0,0,1.0,0.5,0,0
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|23,random,0.6,23,C07-darpa-e5-theia-0515|random|m060|23|d2|C07-AA-001>C07-AA-002,2,C07-AA-001>C07-AA-002,6.0,3,2,2.0,C07-AA-004,2.0,C07-AA-004,C07-AA-004,target_reached,0,zero,1,1,0,0,0.0,0.0,1,1
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|23,random,0.6,23,C07-darpa-e5-theia-0515|random|m060|23|d2|C07-AA-001>C07-AA-003,2,C07-AA-001>C07-AA-003,7.0,2,3,4.0,C07-AA-002>C07-AA-004,4.0,C07-AA-004>C07-AA-002,C07-AA-004>C07-AA-002,target_reached,0,zero,1,1,0,0,0.0,0.0,1,0
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|23,random,0.6,23,C07-darpa-e5-theia-0515|random|m060|23|d2|C07-AA-001>C07-AA-004,2,C07-AA-001>C07-AA-004,6.0,3,2,2.0,C07-AA-002,2.0,C07-AA-002,C07-AA-002,target_reached,0,zero,1,1,0,0,0.0,0.0,1,1
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|23,random,0.6,23,C07-darpa-e5-theia-0515|random|m060|23|d2|C07-AA-002>C07-AA-003,2,C07-AA-002>C07-AA-003,6.0,3,2,2.0,C07-AA-004,2.0,C07-AA-004,C07-AA-004,target_reached,0,zero,1,1,0,0,0.0,0.0,1,1
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|23,random,0.6,23,C07-darpa-e5-theia-0515|random|m060|23|d2|C07-AA-003>C07-AA-004,2,C07-AA-003>C07-AA-004,6.0,3,2,2.0,C07-AA-002,3.0,C07-AA-001>C07-AA-002,C07-AA-001>C07-AA-002,target_reached,0,positive,1,1,0,0,1.0,0.5,0,0
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|37,random,0.6,37,C07-darpa-e5-theia-0515|random|m060|37|d0|root,0,,9.0,2,3,4.0,C07-AA-002>C07-AA-004,5.0,C07-AA-004>C07-AA-001>C07-AA-002,C07-AA-004>C07-AA-001>C07-AA-002,target_reached,0,positive,1,1,0,0,1.0,0.25,0,0
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|37,random,0.6,37,C07-darpa-e5-theia-0515|random|m060|37|d1|C07-AA-001,1,C07-AA-001,8.0,2,3,4.0,C07-AA-002>C07-AA-004,5.0,C07-AA-003>C07-AA-004>C07-AA-002,C07-AA-003>C07-AA-004>C07-AA-002,target_reached,0,positive,1,1,0,0,1.0,0.25,0,0
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|37,random,0.6,37,C07-darpa-e5-theia-0515|random|m060|37|d1|C07-AA-002,1,C07-AA-002,7.0,3,2,2.0,C07-AA-004,2.0,C07-AA-004,C07-AA-004,target_reached,0,zero,1,1,0,0,0.0,0.0,1,1
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|37,random,0.6,37,C07-darpa-e5-theia-0515|random|m060|37|d1|C07-AA-003,1,C07-AA-003,8.0,2,3,4.0,C07-AA-002>C07-AA-004,5.0,C07-AA-001>C07-AA-004>C07-AA-002,C07-AA-001>C07-AA-004>C07-AA-002,target_reached,0,positive,1,1,0,0,1.0,0.25,0,0
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|37,random,0.6,37,C07-darpa-e5-theia-0515|random|m060|37|d1|C07-AA-004,1,C07-AA-004,7.0,3,2,2.0,C07-AA-002,3.0,C07-AA-001>C07-AA-002,C07-AA-001>C07-AA-002,target_reached,0,positive,1,1,0,0,1.0,0.5,0,0
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|37,random,0.6,37,C07-darpa-e5-theia-0515|random|m060|37|d2|C07-AA-001>C07-AA-002,2,C07-AA-001>C07-AA-002,6.0,3,2,2.0,C07-AA-004,2.0,C07-AA-004,C07-AA-004,target_reached,0,zero,1,1,0,0,0.0,0.0,1,1
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|37,random,0.6,37,C07-darpa-e5-theia-0515|random|m060|37|d2|C07-AA-001>C07-AA-003,2,C07-AA-001>C07-AA-003,7.0,2,3,4.0,C07-AA-002>C07-AA-004,4.0,C07-AA-004>C07-AA-002,C07-AA-004>C07-AA-002,target_reached,0,zero,1,1,0,0,0.0,0.0,1,0
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|37,random,0.6,37,C07-darpa-e5-theia-0515|random|m060|37|d2|C07-AA-001>C07-AA-004,2,C07-AA-001>C07-AA-004,6.0,3,2,2.0,C07-AA-002,2.0,C07-AA-002,C07-AA-002,target_reached,0,zero,1,1,0,0,0.0,0.0,1,1
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|37,random,0.6,37,C07-darpa-e5-theia-0515|random|m060|37|d2|C07-AA-002>C07-AA-003,2,C07-AA-002>C07-AA-003,6.0,3,2,2.0,C07-AA-004,2.0,C07-AA-004,C07-AA-004,target_reached,0,zero,1,1,0,0,0.0,0.0,1,1
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|37,random,0.6,37,C07-darpa-e5-theia-0515|random|m060|37|d2|C07-AA-003>C07-AA-004,2,C07-AA-003>C07-AA-004,6.0,3,2,2.0,C07-AA-002,3.0,C07-AA-001>C07-AA-002,C07-AA-001>C07-AA-002,target_reached,0,positive,1,1,0,0,1.0,0.5,0,0
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|41,random,0.6,41,C07-darpa-e5-theia-0515|random|m060|41|d0|root,0,,9.0,2,3,3.0,C07-AA-001>C07-AA-004,3.0,C07-AA-004>C07-AA-001,C07-AA-004>C07-AA-001,target_reached,0,zero,1,1,0,0,0.0,0.0,1,0
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|41,random,0.6,41,C07-darpa-e5-theia-0515|random|m060|41|d1|C07-AA-001,1,C07-AA-001,8.0,3,2,2.0,C07-AA-004,2.0,C07-AA-004,C07-AA-004,target_reached,0,zero,1,1,0,0,0.0,0.0,1,1
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|41,random,0.6,41,C07-darpa-e5-theia-0515|random|m060|41|d1|C07-AA-002,1,C07-AA-002,7.0,3,2,2.0,C07-AA-004,2.0,C07-AA-004,C07-AA-004,target_reached,0,zero,1,1,0,0,0.0,0.0,1,1
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|41,random,0.6,41,C07-darpa-e5-theia-0515|random|m060|41|d1|C07-AA-003,1,C07-AA-003,8.0,2,3,3.0,C07-AA-001>C07-AA-004,3.0,C07-AA-001>C07-AA-004,C07-AA-001>C07-AA-004,target_reached,0,zero,1,1,0,0,0.0,0.0,1,1
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|41,random,0.6,41,C07-darpa-e5-theia-0515|random|m060|41|d1|C07-AA-004,1,C07-AA-004,7.0,3,2,1.0,C07-AA-001,1.0,C07-AA-001,C07-AA-001,target_reached,0,zero,1,1,0,0,0.0,0.0,1,1
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|41,random,0.6,41,C07-darpa-e5-theia-0515|random|m060|41|d2|C07-AA-001>C07-AA-002,2,C07-AA-001>C07-AA-002,6.0,3,2,2.0,C07-AA-004,2.0,C07-AA-004,C07-AA-004,target_reached,0,zero,1,1,0,0,0.0,0.0,1,1
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|41,random,0.6,41,C07-darpa-e5-theia-0515|random|m060|41|d2|C07-AA-001>C07-AA-003,2,C07-AA-001>C07-AA-003,7.0,3,2,2.0,C07-AA-004,2.0,C07-AA-004,C07-AA-004,target_reached,0,zero,1,1,0,0,0.0,0.0,1,1
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|41,random,0.6,41,C07-darpa-e5-theia-0515|random|m060|41|d2|C07-AA-002>C07-AA-001,2,C07-AA-002>C07-AA-001,6.0,3,2,2.0,C07-AA-004,2.0,C07-AA-004,C07-AA-004,target_reached,0,zero,1,1,0,0,0.0,0.0,1,1
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|41,random,0.6,41,C07-darpa-e5-theia-0515|random|m060|41|d2|C07-AA-002>C07-AA-003,2,C07-AA-002>C07-AA-003,6.0,3,2,2.0,C07-AA-004,2.0,C07-AA-004,C07-AA-004,target_reached,0,zero,1,1,0,0,0.0,0.0,1,1
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|41,random,0.6,41,C07-darpa-e5-theia-0515|random|m060|41|d2|C07-AA-003>C07-AA-004,2,C07-AA-003>C07-AA-004,6.0,3,2,1.0,C07-AA-001,1.0,C07-AA-001,C07-AA-001,target_reached,0,zero,1,1,0,0,0.0,0.0,1,1
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|53,random,0.6,53,C07-darpa-e5-theia-0515|random|m060|53|d0|root,0,,9.0,2,3,1.0,C07-AA-003,1.0,C07-AA-003,C07-AA-003,target_reached,0,zero,1,1,0,0,0.0,0.0,1,1
C07-darpa-e5-theia-0515,C07-darpa-e5-theia-0515|random|m060|53,random,0.6,53,C07-darpa-e5-theia-0515|random|m060|53|d1|C07-AA-001,1,C07-AA-001,8.0,2,3,1.0,C07-AA-003,1.0,C07-AA-003,C07-AA-003,target_reached,0,zero,1,1,0,0,0.0,0.0,1,1
